Format,1,,,,,,,,,,,,,,,,,,,,,,,,,
Time Stamp,Elapsed Time,File Mark,voltage,current,current_density,temp_anode_inlet_set,temp_anode_inlet,temp_anode_outlet,temp_cathode_inlet_set,temp_cathode_inlet,temp_cathode_outlet,pressure_anode_set,beck.b1.m07.ch3,beck.b1.m07.ch4,pressure_cathode_set,beck.b1.m08.ch1,beck.b1.m08.ch2,flow_anode_di_water_supply_set,flow_anode_di_water_supply,flow_cathode_di_water_supply_set,flow_cathode_di_water_supply,signal_in_resistivity_anode,signal_in_resistivity_cathode,beck.b1.m11.ch1,beck.b1.m11.ch3,signal_in_e_stop
2024-06-22 02:59:00.005,6.719,,0.002850,0.008500,0.000170,80.000000,79.993172,77.623169,0.000000,27.321783,34.576859,4.000000,4.007465,3.907582,28.500000,28.422564,28.434953,0.500000,0.499527,0.000000,0.000000,0.639403,1.141342,3.074325,0.749535,1.000000
2024-06-22 02:59:30.005,36.719,,0.016120,1.004680,0.020094,80.000000,79.966667,77.590172,0.000000,27.256454,34.427319,4.000000,4.007465,3.907582,28.500000,28.422564,28.409713,0.500000,0.499527,0.000000,0.000000,0.619910,1.126723,3.074325,0.749535,1.000000
2024-06-22 03:00:00.006,66.720,,0.207690,2.989580,0.058745,80.000000,80.028938,77.638809,0.000000,27.256454,34.334259,4.000000,4.007465,3.907582,28.500000,28.380425,28.409713,0.500000,0.499527,0.000000,0.000000,0.629657,1.131596,3.071200,0.749535,1.000000
2024-06-22 03:00:30.005,96.719,,1.157010,3.983090,0.079672,80.000000,80.003296,77.675293,0.000000,27.242842,34.254498,4.000000,4.007465,3.907582,28.500000,28.388853,28.418127,0.500000,0.499527,0.000000,0.000000,0.629657,1.121849,3.074325,0.749535,1.000000
2024-06-22 03:01:00.005,126.719,,1.461440,5.026250,0.100525,80.000000,79.997902,77.712997,0.000000,27.231760,34.117950,4.000000,4.007465,3.907582,28.500000,28.388853,28.392887,0.500000,0.499527,0.000000,0.000000,0.629657,1.126723,3.074325,0.749535,1.000000
2024-06-22 03:01:30.005,156.719,,1.473770,6.958830,0.139177,80.000000,80.028938,77.771751,0.000000,27.229227,34.055088,4.000000,4.007465,3.907582,28.500000,28.380425,28.409713,0.500000,0.499527,0.000000,0.000000,0.658896,1.121849,3.074325,0.749535,1.000000
2024-06-22 03:02:00.005,186.719,,1.480400,8.003060,0.160072,80.000000,80.003296,77.711777,0.000000,27.215614,33.922150,4.000000,4.007465,3.932863,28.500000,28.388853,28.384474,0.500000,0.499527,0.000000,0.000000,0.629657,1.126723,3.074325,0.751976,1.000000
2024-06-22 03:02:30.005,216.719,,1.489890,9.934030,0.198681,80.000000,79.973480,77.737259,0.000000,27.204533,33.798897,4.000000,4.024310,3.932863,28.500000,28.414136,28.418127,0.500000,0.499527,0.000000,0.000000,0.658896,1.126723,3.074325,0.751976,1.000000
2024-06-22 03:03:00.005,246.719,,1.495580,10.976660,0.219533,80.000000,80.015533,77.761055,0.000000,27.190918,33.745720,4.000000,4.024310,3.941290,28.500000,28.422564,28.409713,0.500000,0.499527,0.000000,0.000000,0.629657,1.121849,3.074325,0.751976,1.000000
2024-06-22 03:03:30.005,276.719,,1.500320,11.969110,0.239361,80.000000,80.015533,77.784843,0.000000,27.190918,33.626076,4.000000,4.024310,3.932863,28.500000,28.422564,28.434953,0.500000,0.499527,0.000000,0.000000,0.629657,1.126723,3.075887,0.751976,1.000000
2024-06-22 03:04:00.005,306.719,,1.507910,13.952930,0.279069,80.000000,80.010048,77.784843,0.000000,27.177303,33.533310,4.000000,4.024310,3.932863,28.500000,28.447848,28.434953,0.500000,0.499527,0.000000,0.000000,0.629657,1.121849,3.074325,0.751976,1.000000
2024-06-22 03:04:30.005,336.719,,1.512650,14.998760,0.299975,80.000000,79.997902,77.796738,0.000000,27.177303,33.442471,4.000000,4.041155,3.932863,28.500000,28.447848,28.468606,0.500000,0.499527,0.000000,0.000000,0.629657,1.131596,3.074325,0.756859,1.000000
2024-06-22 03:05:00.005,366.719,,1.520240,16.984190,0.339673,80.000000,80.026512,77.725159,0.000000,27.163691,33.351627,4.000000,4.007465,3.932863,28.500000,28.481560,28.477019,0.500000,0.499527,0.000000,0.000000,0.624783,1.131596,3.075887,0.756859,1.000000
2024-06-22 03:05:30.005,396.719,,1.525930,17.983580,0.359672,80.000000,80.021019,77.796738,0.000000,27.150076,33.273762,4.000000,4.041155,3.932863,28.500000,28.489988,28.502259,0.500000,0.499527,0.000000,0.000000,0.629657,1.126723,3.074325,0.756859,1.000000
2024-06-22 03:06:00.005,426.719,,1.529720,19.024600,0.380492,80.000000,79.997902,77.796738,0.000000,27.150076,33.169945,4.000000,4.015888,3.916009,28.500000,28.523699,28.527499,0.500000,0.499527,0.000000,0.000000,0.624783,1.126723,3.074325,0.759301,1.000000
2024-06-22 03:06:30.005,456.719,,1.536360,21.005220,0.420104,80.000000,79.985695,77.749153,0.000000,27.136463,33.105057,4.000000,4.024310,3.932863,28.500000,28.523699,28.535912,0.500000,0.499527,0.000000,0.000000,0.629657,1.141342,3.074325,0.751976,1.000000
2024-06-22 03:07:00.005,486.719,,1.541100,21.992860,0.439857,80.000000,80.021019,77.749153,0.000000,27.136463,33.014214,4.000000,4.024310,3.932863,28.500000,28.574267,28.577978,0.500000,0.490127,0.000000,0.000000,0.619910,1.121849,3.074325,0.759301,1.000000
2024-06-22 03:07:30.005,516.719,,1.548690,23.925440,0.478616,80.000000,80.015533,77.761055,0.000000,27.136463,32.936352,4.000000,4.024310,3.932863,28.500000,28.607979,28.611631,0.500000,0.499527,0.000000,0.000000,0.624783,1.126723,3.074325,0.759301,1.000000
2024-06-22 03:08:00.005,546.719,,1.553430,24.971810,0.499436,80.000000,80.021019,77.844322,0.000000,27.136463,32.793598,4.000000,4.007465,3.932863,28.500000,28.633262,28.653697,0.500000,0.499527,0.000000,0.000000,0.629657,1.131596,3.075887,0.759301,1.000000
2024-06-22 03:08:30.005,576.719,,1.558170,26.018170,0.520363,80.000000,80.026512,77.903801,0.000000,27.122849,32.728710,4.000000,4.015888,3.932863,28.500000,28.675402,28.687350,0.500000,0.507584,0.000000,0.000000,0.624783,1.126723,3.074325,0.761742,1.000000
2024-06-22 03:09:00.005,606.719,,1.565760,28.004140,0.560083,80.000000,79.997902,77.844322,0.000000,27.122849,32.624893,4.000000,4.015888,3.932863,28.500000,28.709114,28.704177,0.500000,0.499527,0.000000,0.000000,0.619910,1.126723,3.075887,0.759301,1.000000
2024-06-22 03:09:30.005,636.719,,1.570500,28.997110,0.579942,80.000000,79.973480,77.832428,0.000000,27.109236,32.559902,4.000000,4.007465,3.932863,28.500000,28.734398,28.763070,0.500000,0.490127,0.000000,0.000000,0.619910,1.131596,3.075887,0.761742,1.000000
2024-06-22 03:10:00.005,666.719,,1.578090,30.983070,0.619661,80.000000,79.961273,77.844322,0.000000,27.109236,32.480141,4.000000,4.024310,3.932863,28.500000,28.776537,28.763070,0.500000,0.499527,0.000000,0.000000,0.610164,1.126723,3.075887,0.761742,1.000000
2024-06-22 03:10:30.005,696.719,,1.582830,31.976050,0.639521,80.000000,79.997902,77.880013,0.000000,27.109236,32.426964,4.000000,4.024310,3.932863,28.500000,28.700686,28.729417,0.500000,0.499527,0.000000,0.000000,0.610164,1.131596,3.075887,0.759301,1.000000
2024-06-22 03:11:00.005,726.719,,1.584720,32.969030,0.659381,80.000000,80.021019,77.891907,0.000000,27.095621,32.333904,4.000000,4.007465,3.932863,28.500000,28.675402,28.670524,0.500000,0.499527,0.000000,0.000000,0.619910,1.126723,3.074325,0.761742,1.000000
2024-06-22 03:11:30.005,756.719,,1.593260,35.008380,0.700168,80.000000,80.010048,77.939491,0.000000,27.095621,32.227554,4.000000,4.024310,3.932863,28.500000,28.650118,28.653697,0.500000,0.499527,0.000000,0.000000,0.624783,1.126723,3.075887,0.761742,1.000000
2024-06-22 03:12:00.006,786.720,,1.597050,36.001360,0.720027,80.000000,80.014603,77.895317,0.000000,27.043907,32.103371,4.000000,4.024310,3.932863,28.500000,28.599551,28.603218,0.500000,0.499527,0.000000,0.000000,0.624783,1.131596,3.075887,0.761742,1.000000
2024-06-22 03:12:30.005,816.719,,1.604640,37.928600,0.758572,80.000000,79.946983,77.942902,0.000000,27.030293,32.010315,4.000000,4.024310,3.932863,28.500000,28.574267,28.561152,0.500000,0.499527,0.000000,0.000000,0.624783,1.126723,3.074325,0.761742,1.000000
2024-06-22 03:13:00.005,846.719,,1.609380,38.974960,0.779499,80.000000,79.959190,77.966690,0.000000,27.030293,31.957138,4.000000,4.041155,3.932863,28.500000,28.548983,28.535912,0.500000,0.507584,0.000000,0.000000,0.624783,1.126723,3.074325,0.766625,1.000000
2024-06-22 03:13:30.005,876.719,,1.613180,40.015990,0.800320,80.000000,79.997902,78.022758,0.000000,27.068394,31.935087,4.000000,4.007465,3.916009,28.500000,28.548983,28.535912,0.500000,0.499527,0.000000,0.000000,0.619910,1.126723,3.075887,0.766625,1.000000
2024-06-22 03:14:00.005,906.719,,1.621710,41.948570,0.838971,80.000000,80.021019,78.034653,0.000000,27.054779,31.895206,4.000000,4.007465,3.907582,28.500000,28.548983,28.544325,0.500000,0.487442,0.000000,0.000000,0.610164,1.126723,3.074325,0.766625,1.000000
2024-06-22 03:14:30.005,936.719,,1.625500,42.994930,0.859899,80.000000,80.036545,78.085648,0.000000,27.003065,31.731142,4.000000,3.990621,3.907582,28.500000,28.548983,28.544325,0.500000,0.499527,0.000000,0.000000,0.610164,1.126723,3.074325,0.766625,1.000000
2024-06-22 03:15:00.005,966.719,,1.630250,43.987910,0.879758,80.000000,80.031998,78.117928,0.000000,27.041166,31.722385,4.000000,4.007465,3.907582,28.500000,28.515272,28.502259,0.500000,0.499527,0.000000,0.000000,0.610164,1.126723,3.075887,0.766625,1.000000
2024-06-22 03:15:30.005,996.719,,1.637830,46.021920,0.920438,80.000000,80.058838,78.094131,0.000000,27.027552,31.655914,4.000000,4.007465,3.907582,28.500000,28.506844,28.502259,0.500000,0.499527,0.000000,0.000000,0.610164,1.131596,3.074325,0.766625,1.000000
2024-06-22 03:16:00.005,1026.719,,1.641630,47.014900,0.940298,80.000000,80.008026,78.097542,0.000000,26.962225,31.491850,4.000000,3.990621,3.907582,28.500000,28.506844,28.502259,0.500000,0.499527,0.000000,0.000000,0.619910,1.131596,3.074325,0.769066,1.000000
2024-06-22 03:16:30.005,1056.719,,1.651110,49.000860,0.979910,80.000000,80.021019,78.165504,0.000000,27.013939,31.483093,4.000000,4.007465,3.907582,28.500000,28.506844,28.502259,0.500000,0.499527,0.000000,0.000000,0.619910,1.126723,3.075887,0.769066,1.000000
2024-06-22 03:17:00.005,1086.719,,1.654900,49.988490,0.999770,80.000000,80.031059,78.133232,0.000000,26.948610,31.372206,4.000000,4.007465,3.907582,28.500000,28.506844,28.485433,0.500000,0.507584,0.000000,0.000000,0.619910,1.126723,3.075887,0.769066,1.000000
2024-06-22 03:17:30.005,1116.719,,1.659650,51.034870,1.020697,80.000000,79.997902,78.165504,0.000000,27.000324,31.376743,4.000000,4.007465,3.932863,28.500000,28.481560,28.477019,0.500000,0.490127,0.000000,0.000000,0.610164,1.126723,3.075887,0.769066,1.000000
2024-06-22 03:18:00.005,1146.719,,1.676720,55.001450,1.100029,80.000000,79.983604,78.145126,0.000000,26.934996,31.239265,4.000000,4.007465,3.907582,28.500000,28.489988,28.477019,0.500000,0.499527,0.000000,0.000000,0.610164,1.121849,3.075887,0.769066,1.000000
2024-06-22 03:18:30.005,1176.719,,1.687150,56.987410,1.139748,80.000000,80.008026,78.180817,0.000000,26.921383,31.186090,4.000000,4.007465,3.882301,28.500000,28.489988,28.485433,0.500000,0.499527,0.000000,0.000000,0.610164,1.131596,3.074325,0.771508,1.000000
2024-06-22 03:19:00.005,1206.719,,1.704220,61.012710,1.220147,80.000000,80.025574,78.216499,0.000000,26.907768,31.119621,4.000000,4.007465,3.907582,28.500000,28.481560,28.477019,0.500000,0.499527,0.000000,0.000000,0.605291,1.126723,3.074325,0.771508,1.000000
2024-06-22 03:19:30.005,1236.719,,1.714650,62.993340,1.259867,80.000000,80.042030,78.311668,0.000000,26.894156,31.066444,4.000000,4.007465,3.932863,28.500000,28.489988,28.468606,0.500000,0.499527,0.000000,0.000000,0.610164,1.126723,3.075887,0.771508,1.000000
2024-06-22 03:20:00.005,1266.719,,1.724130,65.032680,1.298518,80.000000,80.042030,78.394936,0.000000,26.894156,31.039856,4.000000,4.007465,3.907582,28.500000,28.481560,28.477019,0.500000,0.499527,0.000000,0.000000,0.605291,1.126723,3.074325,0.771508,1.000000
2024-06-22 03:20:30.005,1296.719,,1.743100,69.004610,1.380092,80.000000,80.031059,78.371147,0.000000,26.880541,33.009785,4.000000,4.007465,3.907582,28.500000,28.481560,28.468606,0.500000,0.490127,0.000000,0.000000,0.605291,1.126723,3.075887,0.771508,1.000000
2024-06-22 03:21:00.005,1326.719,,1.753530,71.043950,1.420879,80.000000,80.020088,78.466309,0.000000,26.866928,33.126583,4.000000,3.990621,3.882301,28.500000,28.473132,28.451780,0.500000,0.507584,0.000000,0.000000,0.600417,1.121849,3.075887,0.771508,1.000000
2024-06-22 03:21:30.005,1356.719,,1.774400,75.015870,1.500317,80.000000,79.995819,78.466309,0.000000,26.866928,33.373154,4.000000,4.007465,3.907582,28.500000,28.489988,28.451780,0.500000,0.499527,0.000000,0.000000,0.600417,1.131596,3.075887,0.776391,1.000000
2024-06-22 03:22:00.005,1386.719,,1.783880,76.953790,1.539076,80.000000,80.014603,78.537689,0.000000,26.853313,34.694256,4.000000,3.982198,3.882301,28.500000,28.481560,28.451780,0.500000,0.490127,0.000000,0.000000,0.600417,1.126723,3.075887,0.776391,1.000000
2024-06-22 03:22:30.005,1416.719,,1.794310,78.993130,1.579863,80.000000,80.020088,78.573372,0.000000,26.853313,35.135487,4.000000,4.007465,3.907582,28.500000,28.456276,28.434953,0.500000,0.499527,0.000000,0.000000,0.605291,1.131596,3.075887,0.776391,1.000000
2024-06-22 03:23:00.005,1446.719,,1.813280,83.066480,1.661437,80.000000,80.036545,78.680435,0.000000,26.853313,35.631580,4.000000,4.007465,3.907582,28.500000,28.456276,28.434953,0.500000,0.499527,0.000000,0.000000,0.605291,1.126723,3.077450,0.776391,1.000000
2024-06-22 03:23:30.005,1476.719,,1.821820,84.999060,1.699981,80.000000,80.056740,78.740364,0.000000,26.839701,36.110161,4.000000,4.007465,3.907582,28.500000,28.456276,28.434953,0.500000,0.499527,0.000000,0.000000,0.600417,1.131596,3.075887,0.776391,1.000000
2024-06-22 03:24:00.005,1506.719,,1.841730,89.077750,1.781555,80.000000,80.069038,78.825485,0.000000,26.839701,36.703159,4.000000,4.007465,3.907582,28.500000,28.473132,28.434953,0.500000,0.507584,0.000000,0.000000,0.605291,1.121849,3.075887,0.776391,1.000000
2024-06-22 03:24:30.005,1536.719,,1.850270,91.010330,1.820207,80.000000,80.037483,78.919281,0.000000,26.891415,37.343479,4.000000,4.007465,3.907582,28.500000,28.456276,28.434953,0.500000,0.490127,0.000000,0.000000,0.605291,1.121849,3.075887,0.778832,1.000000
2024-06-22 03:25:00.005,1566.719,,1.860700,92.996280,1.859926,80.000000,80.031059,78.959244,0.000000,26.826086,37.533710,4.000000,3.990621,3.882301,28.500000,28.447848,28.434953,0.500000,0.507584,0.000000,0.000000,0.605291,1.131596,3.075887,0.778832,1.000000
2024-06-22 03:25:30.005,1596.719,,1.879670,97.069630,1.941393,80.000000,80.042969,79.065201,0.000000,26.877800,37.654938,4.000000,4.007465,3.907582,28.500000,28.447848,28.409713,0.500000,0.507584,0.000000,0.000000,0.590671,1.131596,3.075887,0.778832,1.000000
2024-06-22 03:26:00.005,1626.719,,1.888200,99.002220,1.980044,80.000000,80.120316,79.162483,0.000000,26.864185,38.537403,4.000000,4.007465,3.907582,28.500000,28.456276,28.409713,0.500000,0.499527,0.000000,0.000000,0.590671,1.121849,3.075887,0.778832,1.000000
2024-06-22 03:26:30.005,1656.719,,1.908120,103.080910,2.061618,80.000000,80.108025,79.259766,0.000000,26.864185,39.186272,4.000000,4.007465,3.907582,28.500000,28.456276,28.434953,0.500000,0.507584,0.000000,0.000000,0.600417,1.126723,3.077450,0.778832,1.000000
2024-06-22 03:27:00.005,1686.719,,1.917600,105.008140,2.100163,80.000000,80.025574,79.287567,0.000000,26.798859,39.597118,4.000000,3.990621,3.907582,28.500000,28.456276,28.434953,0.500000,0.507584,0.000000,0.000000,0.590671,1.126723,3.075887,0.778832,1.000000
2024-06-22 03:27:30.006,1716.720,,1.928980,106.994100,2.139882,80.000000,80.048454,79.381363,0.000000,26.850573,40.107670,4.000000,3.990621,3.907582,28.500000,28.481560,28.434953,0.500000,0.490127,0.000000,0.000000,0.590671,1.131596,3.075887,0.778832,1.000000
2024-06-22 03:28:00.005,1746.719,,1.948900,111.072790,2.221456,80.000000,80.025574,79.421333,0.000000,26.798859,40.038353,4.000000,4.007465,3.907582,28.500000,28.489988,28.451780,0.500000,0.499527,0.000000,0.000000,0.590671,1.126723,3.075887,0.783715,1.000000
2024-06-22 03:28:30.005,1776.719,,1.959330,113.005370,2.260107,80.000000,80.071136,79.563766,0.000000,26.836958,41.093952,4.000000,4.007465,3.907582,28.500000,28.481560,28.451780,0.500000,0.499527,0.000000,0.000000,0.600417,1.126723,3.075887,0.778832,1.000000
2024-06-22 03:29:00.005,1806.719,,1.977350,117.132110,2.342642,80.000000,80.095726,79.685371,0.000000,26.836958,41.055019,4.000000,4.007465,3.882301,28.500000,28.489988,28.451780,0.500000,0.499527,0.000000,0.000000,0.576052,1.126723,3.075887,0.778832,1.000000
2024-06-22 03:29:30.005,1836.719,,1.987780,119.011300,2.380226,80.000000,80.095726,79.843452,0.000000,26.836958,41.600071,4.000000,4.007465,3.907582,28.500000,28.506844,28.451780,0.500000,0.499527,0.000000,0.000000,0.585798,1.121849,3.075887,0.783715,1.000000
2024-06-22 03:30:00.005,1866.719,,1.998210,120.997250,2.419945,80.000000,80.095726,79.965050,0.000000,26.823345,42.080235,4.000000,3.990621,3.907582,28.500000,28.489988,28.443366,0.500000,0.499527,0.000000,0.000000,0.590671,1.121849,3.074325,0.783715,1.000000
2024-06-22 03:30:30.005,1896.719,,2.001060,121.109380,2.422188,80.000000,80.108025,80.001534,0.000000,26.823345,42.819946,4.000000,4.007465,3.907582,28.500000,28.506844,28.451780,0.500000,0.499527,0.000000,0.000000,0.590671,1.112103,3.075887,0.783715,1.000000
2024-06-22 03:31:00.005,1926.719,,1.995370,119.011300,2.380226,80.000000,80.071136,79.977211,0.000000,26.809731,43.183315,4.000000,3.990621,3.882301,28.500000,28.506844,28.451780,0.500000,0.507584,0.000000,0.000000,0.590671,1.121849,3.075887,0.783715,1.000000
2024-06-22 03:31:30.005,1956.719,,1.984940,116.085750,2.321715,80.000000,80.095726,79.965050,0.000000,26.809731,43.567612,4.000000,4.007465,3.907582,28.500000,28.481560,28.451780,0.500000,0.507584,0.000000,0.000000,0.590671,1.126723,3.075887,0.783715,1.000000
2024-06-22 03:32:00.005,1986.719,,1.974500,113.053420,2.261068,80.000000,80.048454,79.952888,0.000000,26.796118,43.795773,4.000000,4.007465,3.932863,28.500000,28.506844,28.451780,0.500000,0.490127,0.000000,0.000000,0.590671,1.131596,3.075887,0.783715,1.000000
2024-06-22 03:32:30.005,2016.719,,1.967870,111.072790,2.221456,80.000000,80.144905,79.916412,0.000000,26.796118,44.418762,4.000000,4.007465,3.882301,28.500000,28.506844,28.468606,0.500000,0.499527,0.000000,0.000000,0.576052,1.131596,3.074325,0.786157,1.000000
2024-06-22 03:33:00.005,2046.719,,1.955540,108.040470,2.160809,80.000000,80.169502,79.952888,0.000000,26.796118,43.884502,4.000000,4.007465,3.882301,28.500000,28.515272,28.451780,0.500000,0.499527,0.000000,0.000000,0.590671,1.121849,3.075887,0.783715,1.000000
2024-06-22 03:33:30.005,2076.719,,1.943210,105.114910,2.102298,80.000000,80.181793,79.916412,0.000000,26.782503,44.099987,4.000000,3.990621,3.882301,28.500000,28.506844,28.451780,0.500000,0.490127,0.000000,0.000000,0.590671,1.131596,3.075887,0.783715,1.000000
2024-06-22 03:34:00.005,2106.719,,1.936570,103.027520,2.060550,80.000000,80.181793,79.867767,0.000000,26.782503,45.197407,4.000000,3.990621,3.882301,28.500000,28.515272,28.451780,0.500000,0.507584,0.000000,0.000000,0.585798,1.126723,3.075887,0.783715,1.000000
2024-06-22 03:34:30.005,2136.719,,1.924240,100.043240,2.000865,80.000000,80.108025,79.806969,0.000000,26.782503,45.643879,4.000000,3.982198,3.882301,28.500000,28.481560,28.451780,0.500000,0.507584,0.000000,0.000000,0.585798,1.126723,3.075887,0.783715,1.000000
2024-06-22 03:35:00.005,2166.719,END_OF_XOVER,1.925190,100.048580,1.998836,80.000000,80.157204,79.734009,0.000000,26.768890,45.656551,4.000000,3.982198,3.882301,28.500000,28.506844,28.477019,0.500000,0.507584,0.000000,0.000000,0.585798,1.131596,2.982134,1.699576,1.000000
2024-06-22 03:35:30.005,2196.719,,1.829400,79.986110,1.599722,80.000000,80.047523,79.652374,0.000000,26.717915,45.867710,4.000000,4.007465,3.882301,28.500000,28.506844,28.451780,0.500000,0.499527,0.000000,0.000000,0.571178,1.126723,1.587951,9.125950,1.000000
2024-06-22 03:36:00.005,2226.719,,1.741210,59.961010,1.199327,80.000000,79.961273,79.211121,0.000000,26.755276,45.054657,4.000000,3.956931,3.857020,28.500000,28.506844,28.451780,0.500000,0.499527,0.000000,0.000000,0.585798,1.131596,1.291067,10.000000,1.000000
2024-06-22 03:36:30.005,2256.719,,1.556270,19.857420,0.397148,80.000000,79.839188,78.761200,0.000000,26.755276,44.924881,4.000000,3.982198,3.873874,28.500000,28.481560,28.451780,0.500000,0.507584,0.000000,0.000000,0.585798,1.131596,1.193994,10.000000,1.000000
